                    JDAY,WB,VOLIN(m3),VOLPR(m3),VOLOUT(m3),VOLWD(m3),VOLEV(m3),VOLDT(m3),VOLTRB(m3),VOLICE(m3),%VOLerror
   243.998,   1,  0.34968713E+08,   0.12008061E+08,  -0.16467209E+09,  -0.27402336E+08,  -0.10470800E+08,   0.20451192E+08,   0.13358463E+09,   0.00000000E+00,  -0.11246814E-07,
   244.998,   1,  0.34974058E+08,   0.12008061E+08,  -0.16543415E+09,  -0.27434248E+08,  -0.10576084E+08,   0.20502991E+08,   0.13446058E+09,   0.00000000E+00,  -0.11578035E-07,
   245.999,   1,  0.34982525E+08,   0.12008061E+08,  -0.16617634E+09,  -0.27466046E+08,  -0.10655954E+08,   0.20521689E+08,   0.13534146E+09,   0.00000000E+00,  -0.12059774E-07,
   246.999,   1,  0.34997450E+08,   0.12278101E+08,  -0.16688046E+09,  -0.27497817E+08,  -0.10718279E+08,   0.20459993E+08,   0.13623268E+09,   0.00000000E+00,  -0.15507894E-07,
   248.000,   1,  0.35012585E+08,   0.12278101E+08,  -0.16762334E+09,  -0.27529162E+08,  -0.10788074E+08,   0.20332064E+08,   0.13712748E+09,   0.00000000E+00,  -0.14761093E-07,
   248.998,   1,  0.35025096E+08,   0.12278101E+08,  -0.16841842E+09,  -0.27561184E+08,  -0.10837517E+08,   0.20112883E+08,   0.13802452E+09,   0.00000000E+00,  -0.12887081E-07,
   249.999,   1,  0.35098110E+08,   0.12814151E+08,  -0.16916458E+09,  -0.27592949E+08,  -0.10873011E+08,   0.19837267E+08,   0.13896914E+09,   0.00000000E+00,  -0.19605167E-07,
   250.998,   1,  0.35231050E+08,   0.12939095E+08,  -0.16987580E+09,  -0.27624066E+08,  -0.10928123E+08,   0.19596558E+08,   0.13996418E+09,   0.00000000E+00,  -0.25877163E-07,
   251.999,   1,  0.35333857E+08,   0.12939095E+08,  -0.17059458E+09,  -0.27655728E+08,  -0.10992803E+08,   0.19778308E+08,   0.14095547E+09,   0.00000000E+00,  -0.76986705E-07,
   252.999,   1,  0.35392602E+08,   0.12939095E+08,  -0.17131738E+09,  -0.27687119E+08,  -0.11059508E+08,   0.20349412E+08,   0.14191343E+09,   0.00000000E+00,   0.34203990E-07,
   253.999,   1,  0.35430412E+08,   0.12939095E+08,  -0.17209540E+09,  -0.27719121E+08,  -0.11121767E+08,   0.20936309E+08,   0.14274841E+09,   0.00000000E+00,   0.16142545E-07,
   254.999,   1,  0.35458184E+08,   0.12939095E+08,  -0.17290963E+09,  -0.27751667E+08,  -0.11187891E+08,   0.21280629E+08,   0.14343345E+09,   0.00000000E+00,   0.14290863E-07,
   255.999,   1,  0.35479057E+08,   0.12939095E+08,  -0.17373448E+09,  -0.27783442E+08,  -0.11244725E+08,   0.21359700E+08,   0.14406584E+09,   0.00000000E+00,   0.16697610E-07,
   256.999,   1,  0.35494863E+08,   0.12939095E+08,  -0.17455119E+09,  -0.27815427E+08,  -0.11299502E+08,   0.21441470E+08,   0.14469252E+09,   0.00000000E+00,   0.20091657E-07,
   257.999,   1,  0.35511562E+08,   0.12943125E+08,  -0.17532805E+09,  -0.27847436E+08,  -0.11333113E+08,   0.21526300E+08,   0.14531679E+09,   0.00000000E+00,   0.22751400E-07,
   258.999,   1,  0.35558323E+08,   0.12947156E+08,  -0.17606959E+09,  -0.27878976E+08,  -0.11358381E+08,   0.21616701E+08,   0.14594304E+09,   0.00000000E+00,   0.23764912E-07,
   259.999,   1,  0.35611218E+08,   0.12947156E+08,  -0.17677126E+09,  -0.27911081E+08,  -0.11382014E+08,   0.21709748E+08,   0.14658723E+09,   0.00000000E+00,   0.22852928E-07,
   260.999,   1,  0.35637661E+08,   0.12947156E+08,  -0.17751460E+09,  -0.27943117E+08,  -0.11412253E+08,   0.21789252E+08,   0.14723278E+09,   0.00000000E+00,   0.24403298E-07,
   262.000,   1,  0.35657418E+08,   0.12955217E+08,  -0.17828064E+09,  -0.27974503E+08,  -0.11442734E+08,   0.21864273E+08,   0.14785966E+09,   0.00000000E+00,   0.28117545E-07,
   262.999,   1,  0.35675103E+08,   0.12959247E+08,  -0.17900435E+09,  -0.28006146E+08,  -0.11473664E+08,   0.21939444E+08,   0.14848242E+09,   0.00000000E+00,   0.31575194E-07,
   263.999,   1,  0.35693067E+08,   0.13011643E+08,  -0.17969644E+09,  -0.28037499E+08,  -0.11502936E+08,   0.21997960E+08,   0.14910345E+09,   0.00000000E+00,   0.31916017E-07,
   265.000,   1,  0.35710059E+08,   0.13011643E+08,  -0.18039238E+09,  -0.28068971E+08,  -0.11554431E+08,   0.22042163E+08,   0.14972308E+09,   0.00000000E+00,   0.38611765E-07,
   265.999,   1,  0.35724482E+08,   0.13011643E+08,  -0.18110146E+09,  -0.28100523E+08,  -0.11633310E+08,   0.22073029E+08,   0.15034013E+09,   0.00000000E+00,   0.58052778E-07,
   266.999,   1,  0.35737118E+08,   0.13011643E+08,  -0.18182519E+09,  -0.28131980E+08,  -0.11686763E+08,   0.22107099E+08,   0.15095367E+09,   0.00000000E+00,   0.11074165E-06,
   267.999,   1,  0.35748225E+08,   0.13011643E+08,  -0.18258077E+09,  -0.28164109E+08,  -0.11718708E+08,   0.22169563E+08,   0.15156495E+09,   0.00000000E+00,   0.59240799E-06,
   268.999,   1,  0.35758010E+08,   0.13011643E+08,  -0.18335330E+09,  -0.28196219E+08,  -0.11745014E+08,   0.22242139E+08,   0.15217465E+09,   0.00000000E+00,  -0.16854910E-06,
   269.999,   1,  0.35767000E+08,   0.13011643E+08,  -0.18413972E+09,  -0.28227978E+08,  -0.11775931E+08,   0.22297200E+08,   0.15278315E+09,   0.00000000E+00,  -0.63861070E-07,
   271.000,   1,  0.35775476E+08,   0.13011643E+08,  -0.18494250E+09,  -0.28260105E+08,  -0.11805782E+08,   0.22320284E+08,   0.15339071E+09,   0.00000000E+00,  -0.35367519E-07,
   271.999,   1,  0.35783219E+08,   0.13011643E+08,  -0.18573463E+09,  -0.28292013E+08,  -0.11866202E+08,   0.22328493E+08,   0.15399664E+09,   0.00000000E+00,  -0.23485687E-07,
   273.000,   1,  0.35790362E+08,   0.13011643E+08,  -0.18645355E+09,  -0.28323186E+08,  -0.11946225E+08,   0.22351482E+08,   0.15460080E+09,   0.00000000E+00,  -0.18754688E-07,
   273.999,   1,  0.35797455E+08,   0.13019704E+08,  -0.18712854E+09,  -0.28354588E+08,  -0.12009649E+08,   0.22386198E+08,   0.15520400E+09,   0.00000000E+00,  -0.16756552E-07,
   274.999,   1,  0.35804402E+08,   0.13019704E+08,  -0.18782965E+09,  -0.28385973E+08,  -0.12079469E+08,   0.22431368E+08,   0.15583713E+09,   0.00000000E+00,  -0.15170129E-07,
   275.999,   1,  0.35810958E+08,   0.13019704E+08,  -0.18857044E+09,  -0.28417019E+08,  -0.12145283E+08,   0.22480792E+08,   0.15650968E+09,   0.00000000E+00,  -0.13913153E-07,
   276.998,   1,  0.35817183E+08,   0.13019704E+08,  -0.18932339E+09,  -0.28448701E+08,  -0.12197880E+08,   0.22520248E+08,   0.15721716E+09,   0.00000000E+00,  -0.13105763E-07,
   277.998,   1,  0.35823298E+08,   0.13019704E+08,  -0.19007121E+09,  -0.28479724E+08,  -0.12260544E+08,   0.22546058E+08,   0.15797296E+09,   0.00000000E+00,  -0.12635448E-07,
   278.999,   1,  0.35830304E+08,   0.13019704E+08,  -0.19082679E+09,  -0.28509738E+08,  -0.12307823E+08,   0.22547671E+08,   0.15876471E+09,   0.00000000E+00,  -0.12324358E-07,
   280.000,   1,  0.35838716E+08,   0.13019704E+08,  -0.19156929E+09,  -0.28540662E+08,  -0.12353443E+08,   0.22538743E+08,   0.15957170E+09,   0.00000000E+00,  -0.12327200E-07,
   280.999,   1,  0.35847339E+08,   0.13019704E+08,  -0.19227882E+09,  -0.28571408E+08,  -0.12388160E+08,   0.22529815E+08,   0.16038191E+09,   0.00000000E+00,  -0.12637433E-07,
   281.999,   1,  0.35857229E+08,   0.13120465E+08,  -0.19296254E+09,  -0.28601489E+08,  -0.12401218E+08,   0.22517870E+08,   0.16119554E+09,   0.00000000E+00,  -0.14558355E-07,
   282.999,   1,  0.35873628E+08,   0.13289744E+08,  -0.19365244E+09,  -0.28627733E+08,  -0.12402656E+08,   0.22496433E+08,   0.16201441E+09,   0.00000000E+00,  -0.18430129E-07,
   284.000,   1,  0.35891422E+08,   0.13289744E+08,  -0.19435695E+09,  -0.28644856E+08,  -0.12428513E+08,   0.22471080E+08,   0.16283922E+09,   0.00000000E+00,  -0.19702327E-07,
   284.996,   1,  0.35904342E+08,   0.13289744E+08,  -0.19506887E+09,  -0.28660790E+08,  -0.12474151E+08,   0.22455787E+08,   0.16366176E+09,   0.00000000E+00,  -0.20755606E-07,
   285.999,   1,  0.35914571E+08,   0.13289744E+08,  -0.19578462E+09,  -0.28685183E+08,  -0.12541221E+08,   0.22472111E+08,   0.16443334E+09,   0.00000000E+00,  -0.20575279E-07,
   287.000,   1,  0.35923170E+08,   0.13289744E+08,  -0.19648275E+09,  -0.28714851E+08,  -0.12599212E+08,   0.22510136E+08,   0.16512409E+09,   0.00000000E+00,  -0.19512507E-07,
   288.000,   1,  0.35931437E+08,   0.13293774E+08,  -0.19716374E+09,  -0.28746126E+08,  -0.12628119E+08,   0.22567806E+08,   0.16578030E+09,   0.00000000E+00,  -0.19195983E-07,
   288.999,   1,  0.35942924E+08,   0.13297805E+08,  -0.19785635E+09,  -0.28777542E+08,  -0.12653558E+08,   0.22653613E+08,   0.16644566E+09,   0.00000000E+00,  -0.19430172E-07,
   289.996,   1,  0.35956943E+08,   0.13309896E+08,  -0.19855668E+09,  -0.28808210E+08,  -0.12709966E+08,   0.22750361E+08,   0.16705258E+09,   0.00000000E+00,  -0.18192093E-07,
   290.999,   1,  0.35968238E+08,   0.13309896E+08,  -0.19927168E+09,  -0.28839378E+08,  -0.12774963E+08,   0.22830077E+08,   0.16766990E+09,   0.00000000E+00,  -0.16555562E-07,
   291.999,   1,  0.35976935E+08,   0.13309896E+08,  -0.20000354E+09,  -0.28870720E+08,  -0.12839627E+08,   0.22863986E+08,   0.16837053E+09,   0.00000000E+00,  -0.15307396E-07,
   292.999,   1,  0.35984739E+08,   0.13309896E+08,  -0.20071376E+09,  -0.28901649E+08,  -0.12899735E+08,   0.22869185E+08,   0.16907488E+09,   0.00000000E+00,  -0.14250181E-07,
   293.999,   1,  0.35991943E+08,   0.13309896E+08,  -0.20140066E+09,  -0.28932861E+08,  -0.12960707E+08,   0.22864449E+08,   0.16977740E+09,   0.00000000E+00,  -0.13531855E-07,
   294.999,   1,  0.35998622E+08,   0.13309896E+08,  -0.20207069E+09,  -0.28964267E+08,  -0.13023823E+08,   0.22853797E+08,   0.17047999E+09,   0.00000000E+00,  -0.13063912E-07,
   296.000,   1,  0.36005018E+08,   0.13309896E+08,  -0.20276080E+09,  -0.28995334E+08,  -0.13071864E+08,   0.22860060E+08,   0.17118045E+09,   0.00000000E+00,  -0.12586743E-07,
   296.996,   1,  0.36012913E+08,   0.13309896E+08,  -0.20345890E+09,  -0.29025897E+08,  -0.13094918E+08,   0.22943488E+08,   0.17187976E+09,   0.00000000E+00,  -0.12886994E-07,
   297.998,   1,  0.36070466E+08,   0.14019256E+08,  -0.20412424E+09,  -0.29056984E+08,  -0.13099080E+08,   0.23050589E+08,   0.17262922E+09,   0.00000000E+00,  -0.36278578E-07,
   299.000,   1,  0.36321028E+08,   0.14321539E+08,  -0.20478577E+09,  -0.29088099E+08,  -0.13105620E+08,   0.23079253E+08,   0.17334173E+09,   0.00000000E+00,   0.21925665E-06,
   299.999,   1,  0.36758714E+08,   0.15232421E+08,  -0.20542155E+09,  -0.29118749E+08,  -0.13142032E+08,   0.22985501E+08,   0.17386898E+09,   0.00000000E+00,   0.15820368E-07,
   300.999,   1,  0.37103844E+08,   0.15232421E+08,  -0.20602762E+09,  -0.29149719E+08,  -0.13211601E+08,   0.22848456E+08,   0.17428475E+09,   0.00000000E+00,   0.16976902E-07,
   301.998,   1,  0.37276628E+08,   0.15232421E+08,  -0.20665632E+09,  -0.29180552E+08,  -0.13253923E+08,   0.22786149E+08,   0.17460514E+09,   0.00000000E+00,   0.22625146E-07,
   303.000,   1,  0.38210542E+08,   0.16245166E+08,  -0.20729348E+09,  -0.29212095E+08,  -0.13269356E+08,   0.22778905E+08,   0.17513398E+09,   0.00000000E+00,   0.70919225E-08,
   303.998,   1,  0.39566300E+08,   0.16590448E+08,  -0.20792372E+09,  -0.29244706E+08,  -0.13313058E+08,   0.22653724E+08,   0.17625343E+09,   0.00000000E+00,   0.40338540E-08,
   305.000,   1,  0.40266364E+08,   0.16590448E+08,  -0.20854148E+09,  -0.29277002E+08,  -0.13386596E+08,   0.22390496E+08,   0.17737250E+09,   0.00000000E+00,   0.33968229E-08,
   305.998,   1,  0.40610202E+08,   0.16590448E+08,  -0.20915215E+09,  -0.29308849E+08,  -0.13432814E+08,   0.22125679E+08,   0.17799368E+09,   0.00000000E+00,   0.34067363E-08,
   306.998,   1,  0.40837882E+08,   0.16590448E+08,  -0.20978963E+09,  -0.29340935E+08,  -0.13454302E+08,   0.21968608E+08,   0.17834840E+09,   0.00000000E+00,   0.35995603E-08,
   307.999,   1,  0.41012575E+08,   0.16590448E+08,  -0.21040483E+09,  -0.29372313E+08,  -0.13465440E+08,   0.21927258E+08,   0.17860414E+09,   0.00000000E+00,   0.37873290E-08,
   308.999,   1,  0.41157297E+08,   0.16590448E+08,  -0.21098775E+09,  -0.29402416E+08,  -0.13520790E+08,   0.21901598E+08,   0.17880890E+09,   0.00000000E+00,   0.40698666E-08,
   309.999,   1,  0.41287557E+08,   0.16594608E+08,  -0.21161066E+09,  -0.29512692E+08,  -0.13555105E+08,   0.21911585E+08,   0.17898569E+09,   0.00000000E+00,   0.45558768E-08,
   310.999,   1,  0.41420235E+08,   0.16681969E+08,  -0.21223543E+09,  -0.29676945E+08,  -0.13560469E+08,   0.21943857E+08,   0.17914791E+09,   0.00000000E+00,   0.50093397E-08,
   312.000,   1,  0.41545024E+08,   0.16686129E+08,  -0.21282506E+09,  -0.29751358E+08,  -0.13601468E+08,   0.21964611E+08,   0.17930982E+09,   0.00000000E+00,   0.56032138E-08,
   312.999,   1,  0.41648514E+08,   0.16690289E+08,  -0.21340998E+09,  -0.29778723E+08,  -0.13651615E+08,   0.21967244E+08,   0.17946237E+09,   0.00000000E+00,   0.63678522E-08,
   313.998,   1,  0.41738421E+08,   0.16690289E+08,  -0.21401222E+09,  -0.29805845E+08,  -0.13693761E+08,   0.21944099E+08,   0.17958986E+09,   0.00000000E+00,   0.76593983E-08,
   314.996,   1,  0.41815854E+08,   0.16698349E+08,  -0.21460895E+09,  -0.29816718E+08,  -0.13774514E+08,   0.21907955E+08,   0.17969971E+09,   0.00000000E+00,   0.97776204E-08,
   315.999,   1,  0.41887519E+08,   0.16698349E+08,  -0.21522204E+09,  -0.29828320E+08,  -0.13847390E+08,   0.21893483E+08,   0.17979727E+09,   0.00000000E+00,   0.13665763E-07,
   316.999,   1,  0.41959677E+08,   0.16698349E+08,  -0.21584144E+09,  -0.29839941E+08,  -0.13892677E+08,   0.21922941E+08,   0.17989028E+09,   0.00000000E+00,   0.21100996E-07,
   317.999,   1,  0.42035492E+08,   0.16714471E+08,  -0.21643510E+09,  -0.29850764E+08,  -0.13929928E+08,   0.21985409E+08,   0.17998554E+09,   0.00000000E+00,   0.37060887E-07,
   318.996,   1,  0.42114621E+08,   0.16726563E+08,  -0.21704521E+09,  -0.29862288E+08,  -0.13964778E+08,   0.22043344E+08,   0.18008385E+09,   0.00000000E+00,   0.19562205E-06,
   319.999,   1,  0.42195698E+08,   0.16726563E+08,  -0.21763709E+09,  -0.29874099E+08,  -0.14000481E+08,   0.22057546E+08,   0.18018748E+09,   0.00000000E+00,  -0.54101974E-07,
   321.000,   1,  0.42290326E+08,   0.16915994E+08,  -0.21823387E+09,  -0.29885217E+08,  -0.14026855E+08,   0.22037834E+08,   0.18029950E+09,   0.00000000E+00,  -0.30840282E-07,
   321.996,   1,  0.42391359E+08,   0.16915994E+08,  -0.21883292E+09,  -0.29896398E+08,  -0.14088201E+08,   0.22019095E+08,   0.18041981E+09,   0.00000000E+00,  -0.17343693E-07,
   322.999,   1,  0.42501262E+08,   0.16956298E+08,  -0.21940560E+09,  -0.29908181E+08,  -0.14130069E+08,   0.21989630E+08,   0.18055126E+09,   0.00000000E+00,  -0.12977787E-07,
   324.000,   1,  0.42636616E+08,   0.17129608E+08,  -0.22001391E+09,  -0.29919930E+08,  -0.14163406E+08,   0.21939527E+08,   0.18088450E+09,   0.00000000E+00,  -0.12477166E-07,
   324.996,   1,  0.42770701E+08,   0.17129608E+08,  -0.22063216E+09,  -0.29930911E+08,  -0.14224967E+08,   0.21882802E+08,   0.18155219E+09,   0.00000000E+00,  -0.12957393E-07,
   325.999,   1,  0.42887635E+08,   0.17129608E+08,  -0.22121015E+09,  -0.29942637E+08,  -0.14268299E+08,   0.21846130E+08,   0.18235719E+09,   0.00000000E+00,  -0.15422799E-07,
   327.000,   1,  0.43006978E+08,   0.17315008E+08,  -0.22179865E+09,  -0.29954449E+08,  -0.14291528E+08,   0.21834747E+08,   0.18315607E+09,   0.00000000E+00,  -0.25405330E-07,
   328.000,   1,  0.43124534E+08,   0.17315008E+08,  -0.22234779E+09,  -0.29965451E+08,  -0.14335634E+08,   0.21810747E+08,   0.18392275E+09,   0.00000000E+00,  -0.38998142E-07,
   329.000,   1,  0.43228139E+08,   0.17315008E+08,  -0.22288968E+09,  -0.29976737E+08,  -0.14374224E+08,   0.21772155E+08,   0.18462297E+09,   0.00000000E+00,  -0.60741838E-07,
   330.000,   1,  0.43322323E+08,   0.17315008E+08,  -0.22345525E+09,  -0.29987735E+08,  -0.14410047E+08,   0.21732989E+08,   0.18527924E+09,   0.00000000E+00,  -0.90611546E-07,
   330.996,   1,  0.43409046E+08,   0.17315008E+08,  -0.22402601E+09,  -0.29999069E+08,  -0.14451732E+08,   0.21716060E+08,   0.18586931E+09,   0.00000000E+00,  -0.11024749E-06,
   331.999,   1,  0.43491721E+08,   0.17315008E+08,  -0.22463076E+09,  -0.30010589E+08,  -0.14497778E+08,   0.21721105E+08,   0.18628889E+09,   0.00000000E+00,  -0.56519239E-07,
   332.999,   1,  0.43570862E+08,   0.17315008E+08,  -0.22523903E+09,  -0.30021504E+08,  -0.14535200E+08,   0.21720546E+08,   0.18677921E+09,   0.00000000E+00,  -0.44128410E-07,
   333.999,   1,  0.43644129E+08,   0.17315008E+08,  -0.22584942E+09,  -0.30032864E+08,  -0.14567838E+08,   0.21709194E+08,   0.18743842E+09,   0.00000000E+00,  -0.52420674E-07,
   334.996,   1,  0.43714939E+08,   0.17315008E+08,  -0.22642285E+09,  -0.30044453E+08,  -0.14597929E+08,   0.21692630E+08,   0.18808086E+09,   0.00000000E+00,  -0.68660182E-07,
   336.000,   1,  0.43785264E+08,   0.17347252E+08,  -0.22698820E+09,  -0.30055471E+08,  -0.14615403E+08,   0.21669043E+08,   0.18871955E+09,   0.00000000E+00,  -0.13018244E-06,
   336.999,   1,  0.43854122E+08,   0.17347252E+08,  -0.22758071E+09,  -0.30066874E+08,  -0.14640478E+08,   0.21638367E+08,   0.18936345E+09,   0.00000000E+00,  -0.21012108E-06,
   338.000,   1,  0.43921145E+08,   0.17347252E+08,  -0.22817616E+09,  -0.30078548E+08,  -0.14663205E+08,   0.21608703E+08,   0.19001867E+09,   0.00000000E+00,  -0.80148769E-06,
   339.000,   1,  0.43985967E+08,   0.17347252E+08,  -0.22876008E+09,  -0.30089817E+08,  -0.14685151E+08,   0.21585354E+08,   0.19067732E+09,   0.00000000E+00,   0.29197773E-06,
   340.000,   1,  0.44081755E+08,   0.17657597E+08,  -0.22934365E+09,  -0.30100810E+08,  -0.14700218E+08,   0.21568362E+08,   0.19136053E+09,   0.00000000E+00,   0.33634357E-07,
   340.996,   1,  0.44216383E+08,   0.17722084E+08,  -0.22992047E+09,  -0.30112466E+08,  -0.14717433E+08,   0.21548643E+08,   0.19207821E+09,   0.00000000E+00,   0.21696920E-07,
   341.999,   1,  0.44342535E+08,   0.17722084E+08,  -0.23051937E+09,  -0.30124416E+08,  -0.14750433E+08,   0.21534641E+08,   0.19280448E+09,   0.00000000E+00,   0.17545195E-07,
   342.999,   1,  0.44447852E+08,   0.17722084E+08,  -0.23110915E+09,  -0.30135368E+08,  -0.14783469E+08,   0.21523857E+08,   0.19351881E+09,   0.00000000E+00,   0.14902282E-07,
   343.999,   1,  0.44548258E+08,   0.17951819E+08,  -0.23166290E+09,  -0.30146822E+08,  -0.14810528E+08,   0.21505143E+08,   0.19421981E+09,   0.00000000E+00,   0.10913763E-07,
   344.999,   1,  0.44646840E+08,   0.17951819E+08,  -0.23225577E+09,  -0.30158740E+08,  -0.14841459E+08,   0.21462738E+08,   0.19491740E+09,   0.00000000E+00,   0.10155024E-07,
   345.999,   1,  0.44742235E+08,   0.17951819E+08,  -0.23287043E+09,  -0.30170102E+08,  -0.14873088E+08,   0.21412301E+08,   0.19561409E+09,   0.00000000E+00,   0.96843032E-08,
   347.000,   1,  0.44843237E+08,   0.18040489E+08,  -0.23350649E+09,  -0.30181449E+08,  -0.14894934E+08,   0.21394248E+08,   0.19631450E+09,   0.00000000E+00,   0.86804574E-08,
   348.000,   1,  0.44941587E+08,   0.18040489E+08,  -0.23412929E+09,  -0.30192507E+08,  -0.14962260E+08,   0.21416517E+08,   0.19701694E+09,   0.00000000E+00,   0.81627754E-08,
   348.996,   1,  0.45024170E+08,   0.18044520E+08,  -0.23473981E+09,  -0.30203208E+08,  -0.15011823E+08,   0.21447820E+08,   0.19768404E+09,   0.00000000E+00,   0.77811248E-08,
   349.996,   1,  0.45099751E+08,   0.18052581E+08,  -0.23537452E+09,  -0.30214542E+08,  -0.15051340E+08,   0.21448062E+08,   0.19829287E+09,   0.00000000E+00,   0.77678505E-08,
   351.000,   1,  0.45172285E+08,   0.18052581E+08,  -0.23603122E+09,  -0.30226244E+08,  -0.15088084E+08,   0.21429342E+08,   0.19887770E+09,   0.00000000E+00,   0.80138590E-08,
   351.996,   1,  0.45240289E+08,   0.18052581E+08,  -0.23667386E+09,  -0.30237506E+08,  -0.15128463E+08,   0.21411196E+08,   0.19945841E+09,   0.00000000E+00,   0.82485596E-08,
   352.996,   1,  0.45309130E+08,   0.18052581E+08,  -0.23731883E+09,  -0.30248898E+08,  -0.15152941E+08,   0.21398637E+08,   0.20003488E+09,   0.00000000E+00,   0.84273477E-08,
   353.996,   1,  0.45386628E+08,   0.18052581E+08,  -0.23799510E+09,  -0.30260368E+08,  -0.15165217E+08,   0.21375120E+08,   0.20061139E+09,   0.00000000E+00,   0.87197359E-08,
   354.999,   1,  0.45466627E+08,   0.18052581E+08,  -0.23864398E+09,  -0.30272251E+08,  -0.15194601E+08,   0.21339106E+08,   0.20118393E+09,   0.00000000E+00,   0.90337829E-08,
   355.996,   1,  0.45537829E+08,   0.18052581E+08,  -0.23923752E+09,  -0.30284188E+08,  -0.15225865E+08,   0.21306850E+08,   0.20177407E+09,   0.00000000E+00,   0.89517826E-08,
   356.996,   1,  0.45609099E+08,   0.18088855E+08,  -0.23978918E+09,  -0.30295088E+08,  -0.15250430E+08,   0.21329983E+08,   0.20239175E+09,   0.00000000E+00,   0.82246520E-08,
   357.996,   1,  0.45715553E+08,   0.18315702E+08,  -0.24035078E+09,  -0.30306440E+08,  -0.15261887E+08,   0.21448247E+08,   0.20302078E+09,   0.00000000E+00,   0.66254822E-08,
   358.996,   1,  0.45843755E+08,   0.18315702E+08,  -0.24089427E+09,  -0.30317993E+08,  -0.15276369E+08,   0.21595168E+08,   0.20367687E+09,   0.00000000E+00,   0.59228688E-08,
   359.999,   1,  0.45950323E+08,   0.18452984E+08,  -0.24142037E+09,  -0.30328792E+08,  -0.15302412E+08,   0.21691644E+08,   0.20409547E+09,   0.00000000E+00,   0.55344197E-08,
   360.996,   1,  0.46042542E+08,   0.18452984E+08,  -0.24198044E+09,  -0.30340381E+08,  -0.15352937E+08,   0.21688402E+08,   0.20433809E+09,   0.00000000E+00,   0.61245523E-08,
   362.000,   1,  0.46128051E+08,   0.18452984E+08,  -0.24258236E+09,  -0.30352189E+08,  -0.15396412E+08,   0.21610988E+08,   0.20477700E+09,   0.00000000E+00,   0.66235699E-08,
   362.999,   1,  0.46207303E+08,   0.18452984E+08,  -0.24319455E+09,  -0.30362976E+08,  -0.15439223E+08,   0.21511506E+08,   0.20533519E+09,   0.00000000E+00,   0.69332437E-08,
   364.000,   1,  0.46284845E+08,   0.18452984E+08,  -0.24380338E+09,  -0.30374470E+08,  -0.15463137E+08,   0.21424573E+08,   0.20590184E+09,   0.00000000E+00,   0.71419647E-08,
   364.996,   1,  0.46360797E+08,   0.18477166E+08,  -0.24440805E+09,  -0.30386151E+08,  -0.15478008E+08,   0.21391435E+08,   0.20647138E+09,   0.00000000E+00,   0.71748865E-08,
